,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
14,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324
15,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324
16,-161466.342087548051495,-161474.701639974315185,-161315.043129330064403,-161563.594527673092671,-161366.385086343914736,-161507.469297345814994,-161530.581001112586819,-161359.299583351559704,-161599.334967057104222,-161401.365566416468937,-161523.316684164630715,-161556.441969447390875,-161401.566732116567437,-161649.380522892548470,-161427.606514407001669,-161523.741367309266934,-161544.327323952602455,-161390.726136055745883,-161666.613717867585365,-161459.323639789072331,-161581.833551148622064,-161639.501051843311870,-161494.505285561725032,-161713.530029479268705,-161516.767623039224418,-161612.723661985859508,-161676.470837172382744,-161495.399355339934118,-161714.155878324032528,-161513.280750904174056,-161645.938354246434756,-161685.098610532120802,-161525.417748143401695,-161750.432759574992815,-161538.515870394214289,-161617.283417854720028,-161653.672057827963727,-161515.113593949528877,-161757.384152100596111,-161568.266042264236603,-161674.928566804970615,-161698.979043838888174,-161563.885100351006258,-161818.046786552295089,-161618.423356821935158,-161689.434848956472706,-161729.802099442749750,-161566.120274796528975,-161809.508420170372119,-161615.584685276116943,-161703.337634007650195,-161730.249134331854293,-161573.094019066571491,-161819.991388319904217,-161638.718740787357092,-161731.701997721451335,-161767.934175483504077,-161610.197914862394100,-161850.143891590123530,-161635.969476219353965,-161746.968239184410777,-161813.375271961122053,-161658.254165441292571
17,-0.385484375000000,-0.385484375000000,-0.386742187500000,-0.386742187500000,-0.386742187500000,-0.386742187500000,-0.386742187500000,-0.387371093750000,-0.387371093750000,-0.387371093750000,-0.387371093750000,-0.387371093750000,-0.387685546875000,-0.387685546875000,-0.387685546875000,-0.387685546875000,-0.387685546875000,-0.380842773437500,-0.380842773437500,-0.380842773437500,-0.380842773437500,-0.380842773437500,-0.380842773437500,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.378000000000000,-0.378000000000000,-0.378000000000000,-0.378000000000000,-0.378000000000000,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.380000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.388000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.382000000000000,-0.386000000000000,-0.386000000000000,-0.386000000000000,-0.386000000000000,-0.386000000000000
18,0.446546875000000,0.446546875000000,0.444273437500000,0.444273437500000,0.444273437500000,0.444273437500000,0.444273437500000,0.443136718750000,0.443136718750000,0.443136718750000,0.443136718750000,0.443136718750000,0.442568359375000,0.442568359375000,0.442568359375000,0.442568359375000,0.442568359375000,0.443284179687500,0.443284179687500,0.443284179687500,0.443284179687500,0.443284179687500,0.443284179687500,0.438000000000000,0.438000000000000,0.438000000000000,0.438000000000000,0.438000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.448000000000000,0.448000000000000,0.448000000000000,0.448000000000000,0.448000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.442000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.444000000000000,0.440000000000000,0.440000000000000,0.440000000000000,0.440000000000000,0.440000000000000
19,-0.802335937500000,-0.802335937500000,-0.805167968750000,-0.805167968750000,-0.805167968750000,-0.805167968750000,-0.805167968750000,-0.803583984375000,-0.803583984375000,-0.803583984375000,-0.803583984375000,-0.803583984375000,-0.799791992187500,-0.799791992187500,-0.799791992187500,-0.799791992187500,-0.799791992187500,-0.798895996093750,-0.798895996093750,-0.798895996093750,-0.798895996093750,-0.798895996093750,-0.798895996093750,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.800000000000000,-0.798000000000000,-0.798000000000000,-0.798000000000000,-0.798000000000000,-0.798000000000000,-0.792000000000000,-0.792000000000000,-0.792000000000000,-0.792000000000000,-0.792000000000000,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.796000000000000,-0.802000000000000,-0.802000000000000,-0.802000000000000,-0.802000000000000,-0.802000000000000
20,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000,192.000000000000000
21,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,121.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
22,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
23,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
24,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,88.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,96.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
25,0.000000000000000,0.000000000000000,115.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,115.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
26,0.000000000000000,0.000000000000000,96.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
27,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
28,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
29,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
30,1654944654.685637950897217,1654944654.692718982696533,1654944654.700364112854004,1654944654.715867996215820,1654944654.722121000289917,1654944654.730073928833008,1654944654.738013029098511,1654944654.745001077651978,1654944654.752603054046631,1654944654.760548114776611,1654944654.767474889755249,1654944654.774571895599365,1654944654.782370090484619,1654944654.790390968322754,1654944654.798166990280151,1654944654.804851055145264,1654944654.812964916229248,1654944654.820816993713379,1654944654.827990055084229,1654944654.842478990554810,1654944654.850565910339355,1654944654.857496023178101,1654944654.865135908126831,1654944654.873234987258911,1654944654.880249023437500,1654944654.887732982635498,1654944654.894728899002075,1654944654.902781009674072,1654944654.909955978393555,1654944654.917372941970825,1654944654.925277948379517,1654944654.933430910110474,1654944654.940078973770142,1654944654.948016881942749,1654944654.963141918182373,1654944654.969722032546997,1654944654.977555036544800,1654944654.985676050186157,1654944654.992672920227051,1654944655.000312089920044,1654944655.008260011672974,1654944655.015398979187012,1654944655.022372007369995,1654944655.029989004135132,1654944655.037965059280396,1654944655.046066045761108,1654944655.052607059478760,1654944655.060580015182495,1654944655.068670034408569,1654944655.075629949569702,1654944655.090276002883911,1654944655.098345041275024,1654944655.105350971221924,1654944655.112835884094238,1654944655.120836019515991,1654944655.127953052520752,1654944655.135523080825806,1654944655.142550945281982,1654944655.150552034378052,1654944655.157651901245117,1654944655.165194988250732,1654944655.173271894454956,1654944655.181262016296387
31,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
